ActorID,Name,BaseAttack,ProjectileAttack,ElementPower,WeaponDurability,MineruDurability,CanFuseToArrow,ArrowMultiplier,CanCut,AddsShieldAttack,ReplaceProperties,Property1,Property2,Property3,NamingRule,Adjective,BindTypeSword,BindTypeSpear,IconURL,SortOrder
Item_Enemy_78,Blue Bokoblin Horn,7,0,0,0,10,1,1,1,1,1,-,-,-,-,Blue Boko,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_78.png,122
Item_Enemy_79,Black Bokoblin Horn,17,0,0,0,10,1,1,1,1,1,-,-,-,-,Black Boko,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_79.png,123
Item_Enemy_80,Silver Bokoblin Horn,31,0,0,0,10,1,1,1,1,1,-,-,-,-,Silver Boko,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_80.png,124
Item_Enemy_64,Boss Bokoblin Horn,10,0,0,0,10,1,1,1,1,1,-,-,-,-,Boss Boko,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_64.png,125
Item_Enemy_132,Blue Boss Bokoblin Horn,16,0,0,0,10,1,1,1,1,1,Tree Cutter,-,-,-,Blue Boss Boko,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_132.png,126
Item_Enemy_133,Black Boss Bokoblin Horn,27,0,0,0,10,1,1,1,1,1,Tree Cutter,-,-,-,Black Boss Boko,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_133.png,127
Item_Enemy_134,Silver Boss Bokoblin Horn,37,0,0,0,10,1,1,1,1,1,Tree Cutter,-,-,-,Silver Boss Boko,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_134.png,128
Item_Enemy_106,Lizalfos Horn,8,0,0,0,10,1,1,1,1,1,-,-,-,-,Lizal,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_106.png,129
Item_Enemy_107,Blue Lizalfos Horn,16,0,0,0,10,1,1,1,1,1,-,-,-,-,Blue Lizal,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_107.png,130
Item_Enemy_108,Black Lizalfos Horn,26,0,0,0,10,1,1,1,1,1,-,-,-,-,Black Lizal,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_108.png,131
Item_Enemy_109,Silver Lizalfos Horn,34,0,0,0,10,1,1,1,1,1,-,-,-,-,Silver Lizal,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_109.png,132
Item_Enemy_58,Fire-Breath Lizalfos Horn,15,0,20,0,10,1,1,1,1,1,Fire,Fire Burst,-,-,Fire-Breath Lizal,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_58.png,133
Item_Enemy_59,Ice-Breath Lizalfos Horn,15,0,20,0,10,1,1,1,1,1,Ice,Ice Burst,-,-,Ice-Breath Lizal,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_59.png,134
Item_Enemy_60,Electric Lizalfos Horn,15,0,20,0,10,1,1,1,1,1,Shock,Shock Burst,-,-,Electric Lizal,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_60.png,135
Item_Enemy_148,Lynel Saber Horn,22,0,0,0,10,1,1,1,1,1,-,-,-,-,Lynel,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_148.png,136
Item_Enemy_149,Blue-Maned Lynel Saber Horn,33,0,0,0,10,1,1,1,1,1,-,-,-,-,Blue-Maned Lynel,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_149.png,137
Item_Enemy_150,White-Maned Lynel Saber Horn,44,0,0,0,10,1,1,1,1,1,-,-,-,-,White-Maned Lynel,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_150.png,138
Item_Enemy_151,Silver Lynel Saber Horn,55,0,0,0,10,1,1,1,1,1,-,-,-,-,Silver Lynel,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_151.png,139
Item_Enemy_166,Soldier Construct Horn,3,0,0,0,10,1,1,1,1,1,Zonai Fuse,-,-,-,Soldier,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_166.png,140
Item_Enemy_167,Soldier Construct II Horn,8,0,0,0,10,1,1,1,1,1,Zonai Fuse,-,-,-,Soldier II,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_167.png,141
Item_Enemy_168,Soldier Construct III Horn,18,0,0,0,10,1,1,1,1,1,Zonai Fuse,-,-,-,Soldier III,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_168.png,142
Item_Enemy_169,Soldier Construct IV Horn,24,0,0,0,10,1,1,1,1,1,Zonai Fuse,-,-,-,Soldier IV,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_169.png,143
Item_Enemy_67,Captain Construct I Horn,5,0,0,0,10,1,1,1,1,1,Zonai Fuse,-,-,-,Captain I,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_67.png,144
Item_Enemy_191,Captain Construct II Horn,15,0,0,0,10,1,1,1,1,1,Zonai Fuse,-,-,-,Captain II,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_191.png,145
Item_Enemy_192,Captain Construct III Horn,25,0,0,0,10,1,1,1,1,1,Zonai Fuse,-,-,-,Captain III,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_192.png,146
Item_Enemy_193,Captain Construct IV Horn,35,0,0,0,10,1,1,1,1,1,Zonai Fuse,-,-,-,Captain IV,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_193.png,147
Item_Enemy_32,Hinox Toenail,7,0,0,0,10,1,2,1,1,1,Tree Cutter,-,-,-,Hinox,-,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_32.png,148
Item_Enemy_153,Gleeok Flame Horn,30,0,20,0,10,1,1,1,1,1,Fire,Fire Burst,-,-,Flame-Gleeok,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_153.png,149
Item_Enemy_154,Gleeok Frost Horn,30,0,20,0,10,1,1,1,1,1,Ice,Ice Burst,-,-,Frost-Gleeok,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_154.png,150
Item_Enemy_155,Gleeok Thunder Horn,30,0,20,0,10,1,1,1,1,1,Shock,Shock Burst,-,-,Thunder-Gleeok,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_155.png,151
Item_Enemy_211,Dinraal's Horn,26,0,20,0,10,1,1,1,1,1,Fire,Fire Burst,-,-,Dinraal,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_211.png,152
Item_Enemy_212,Naydra's Horn,26,0,20,0,10,1,1,1,1,1,Ice,Ice Burst,-,-,Naydra,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_212.png,153
Item_Enemy_213,Farosh's Horn,26,0,20,0,10,1,1,1,1,1,Shock,Shock Burst,-,-,Farosh,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_213.png,154
Item_Enemy_214,Light Dragon's Horn,20,0,0,0,10,1,1,1,1,1,-,-,-,-,Light Dragon,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_214.png,155
Item_Enemy_181,Like Like Stone,4,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,-,Like Like,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_181.png,156
Item_Enemy_182,Fire Like Stone,12,0,20,0,10,1,1,0,1,1,Shatter Rock,Fire,Fire Burst,-,Fire Like,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_182.png,157
Item_Enemy_184,Ice Like Stone,12,0,20,0,10,1,1,0,1,1,Shatter Rock,Ice,Ice Burst,-,Ice Like,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_184.png,158
Item_Enemy_183,Shock Like Stone,12,0,20,0,10,1,1,0,1,1,Shatter Rock,Shock,Shock Burst,-,Shock Like,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_183.png,159
Item_Enemy_89,Moblin Horn,6,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,-,Moblin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_89.png,160
Item_Enemy_90,Blue Moblin Horn,13,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,UnlikeHammer,Blue Moblin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_90.png,161
Item_Enemy_91,Black Moblin Horn,24,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,-,Black Moblin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_91.png,162
Item_Enemy_92,Silver Moblin Horn,33,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,-,Silver Moblin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_92.png,163
Item_Enemy_100,Horriblin Horn,5,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,-,Horriblin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_100.png,164
Item_Enemy_101,Blue Horriblin Horn,11,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,-,Blue Horriblin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_101.png,165
Item_Enemy_102,Black Horriblin Horn,22,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,-,Black Horriblin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_102.png,166
Item_Enemy_103,Silver Horriblin Horn,32,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,UnlikeHammer,Silver Horriblin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_103.png,167
Item_Enemy_13,Lynel Hoof,10,0,0,0,10,1,2,0,1,1,Shatter Rock,-,-,-,Lynel,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_13.png,168
Item_Enemy_215,Lynel Mace Horn,18,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,UnlikeHammer,Lynel,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_215.png,169
Item_Enemy_216,Blue-Maned Lynel Mace Horn,29,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,UnlikeHammer,Blue-Maned Lynel,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_216.png,170
Item_Enemy_217,White-Maned Lynel Mace Horn,40,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,UnlikeHammer,White-Maned Lynel,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_217.png,171
Item_Enemy_218,Silver Lynel Mace Horn,51,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,UnlikeHammer,Silver Lynel,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_218.png,172
Item_Enemy_142,Hinox Horn,12,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,-,Hinox,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_142.png,173
Item_Enemy_143,Blue Hinox Horn,19,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,-,Blue Hinox,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_143.png,174
Item_Enemy_144,Black Hinox Horn,27,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,-,Black Hinox,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_144.png,175
Item_Enemy_208,Stalnox Horn,29,0,0,0,10,1,1,0,1,1,Shatter Rock,Bone,-,UnlikeHammer,Stalnox,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_208.png,176
Item_Enemy_210,Molduga Jaw,32,0,0,0,10,1,1,0,1,1,Shatter Rock,Bone,-,-,Molduga,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_210.png,177
Item_Enemy_186,Frox Fang,14,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,-,Frox,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_186.png,178
Item_Enemy_187,Obsidian Frox Fang,24,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,UnlikeHammer,Obsidian Frox,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_187.png,179
Item_Enemy_188,Blue-White Frox Fang,35,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,UnlikeHammer,Blue-White Frox,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_188.png,180
Item_Enemy_228,Shard of Dinraal's Spike,16,0,20,0,10,1,1,0,1,1,Fire,Fire Burst,Shatter Rock,-,Dinraal,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_228.png,181
Item_Enemy_229,Shard of Naydra's Spike,16,0,20,0,10,1,1,0,1,1,Ice,Ice Burst,Shatter Rock,-,Naydra,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_229.png,182
Item_Enemy_230,Shard of Farosh's Spike,16,0,20,0,10,1,1,0,1,1,Shock,Shock Burst,Shatter Rock,-,Farosh,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_230.png,183
Item_Enemy_231,Shard of Light Dragon's Spike,12,0,0,0,10,1,1,0,1,1,Shatter Rock,-,-,-,Light Dragon,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_231.png,184
Item_Enemy_05,Lizalfos Tail,6,0,0,0,5,1,1,0,0,1,-,-,-,Whip,Lizal,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_05.png,185
Item_Enemy_114,Blue Lizalfos Tail,16,0,0,0,5,1,1,0,0,1,-,-,-,Whip,Blue Lizal,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_114.png,186
Item_Enemy_115,Black Lizalfos Tail,24,0,0,0,5,1,1,0,0,1,-,-,-,Whip,Black Lizal,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_115.png,187
Item_Enemy_116,Silver Lizalfos Tail,31,0,0,0,5,1,1,0,0,1,-,-,-,Whip,Silver Lizal,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_116.png,188
Item_Enemy_41,Fire-Breath Lizalfos Tail,10,0,20,0,5,1,1,0,1,1,Fire,Fire Burst,-,Whip,Fire-Breath Lizal,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_41.png,189
Item_Enemy_42,Ice-Breath Lizalfos Tail,10,0,20,0,5,1,1,0,1,1,Ice,Ice Burst,-,Whip,Ice-Breath Lizal,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_42.png,190
Item_Enemy_43,Electric Lizalfos Tail,10,0,20,0,5,1,1,0,1,1,Shock,Shock Burst,-,Whip,Electric Lizal,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_43.png,191
Item_Enemy_69,Gibdo Bone,40,0,0,0,1,1,1,0,1,1,Bone,-,-,-,Gibdo,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_69.png,192
Item_Enemy_20,Octorok Tentacle,3,0,0,0,5,1,1,0,0,1,-,-,-,-,Octorok,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_20.png,193
Item_Enemy_01,Bokoblin Fang,2,0,0,0,10,1,2,0,0,0,-,-,-,-,Boko,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_01.png,194
Item_Enemy_07,Moblin Fang,4,0,0,0,10,1,2,0,0,1,-,-,-,-,Moblin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_07.png,195
Item_Enemy_135,Boss Bokoblin Fang,6,0,0,0,10,1,2,0,0,1,-,-,-,-,Boss Boko,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_135.png,196
Item_Enemy_33,Hinox Tooth,8,0,0,0,10,1,2,0,0,1,-,-,-,-,Hinox,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_33.png,197
Item_Enemy_104,Horriblin Claw,4,0,0,0,10,1,2,0,0,1,-,-,-,-,Horriblin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_104.png,198
Item_Enemy_04,Lizalfos Talon,5,0,0,0,10,1,2,0,1,1,-,-,-,-,Lizal,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_04.png,199
Item_Enemy_189,Frox Fingernail,10,0,0,0,10,1,2,0,0,1,-,-,-,-,Frox,-,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_189.png,200
Item_Enemy_38,Dinraal's Scale,16,0,20,0,10,1,1,0,1,1,Fire,Fire Burst,-,-,Dinraal,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_38.png,201
Item_Enemy_49,Naydra's Scale,16,0,20,0,10,1,1,0,1,1,Ice,Ice Burst,-,-,Naydra,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_49.png,202
Item_Enemy_53,Farosh's Scale,16,0,20,0,10,1,1,0,1,1,Shock,Shock Burst,-,-,Farosh,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_53.png,203
Item_Enemy_158,Light Dragon's Scale,12,0,0,0,10,1,1,0,1,1,-,-,-,-,Light Dragon,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_158.png,204
Item_Enemy_39,Dinraal's Claw,18,0,20,0,10,1,2,0,1,1,Fire,Fire Burst,-,-,Dinraal,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_39.png,205
Item_Enemy_50,Naydra's Claw,18,0,20,0,10,1,2,0,1,1,Ice,Ice Burst,-,-,Naydra,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_50.png,206
Item_Enemy_54,Farosh's Claw,18,0,20,0,10,1,2,0,1,1,Shock,Shock Burst,-,-,Farosh,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_54.png,207
Item_Enemy_159,Light Dragon's Talon,14,0,0,0,10,1,2,0,1,1,-,-,-,-,Light Dragon,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_159.png,208
Item_Enemy_47,Shard of Dinraal's Fang,20,0,20,0,10,1,2,0,1,1,Fire,Fire Burst,-,-,Dinraal,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_47.png,209
Item_Enemy_51,Shard of Naydra's Fang,20,0,20,0,10,1,2,0,1,1,Ice,Ice Burst,-,-,Naydra,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_51.png,210
Item_Enemy_55,Shard of Farosh's Fang,20,0,20,0,10,1,2,0,1,1,Shock,Shock Burst,-,-,Farosh,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_55.png,211
Item_Enemy_160,Shard of Light Dragon's Fang,16,0,0,0,10,1,2,0,1,1,-,-,-,-,Light Dragon,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_160.png,212
Item_Weapon_01,Ancient Blade,50,0,0,0,1,1,1,1,1,1,-,-,-,-,Ancient-Blade,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Weapon_01.png,213
Item_KingScale,King's Scale,5,0,0,0,1,1,1,0,1,0,Water,-,-,LongThrow,King's-Scale,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_KingScale.png,214
LightBall_Small,Brightbloom Seed,1,0,0,0,1,1,1,0,1,0,-,-,-,-,Brightbloom-Seed,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/LightBall_Small.png,215
LightBall_Large,Giant Brightbloom Seed,1,0,0,0,1,1,1,0,1,0,-,-,-,-,Brightbloom-Seed,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/LightBall_Large.png,216
FldObj_Pinecone_A_01,Hylian Pine Cone,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Pine-Cone,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/FldObj_Pinecone_A_01.png,217
Obj_FireWoodBundle,Wood,1,0,0,0,5,1,1,0,0,1,-,-,-,Torch,Wood,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Obj_FireWoodBundle.png,218
Item_Ore_L,Zonaite,1,0,0,0,10,1,1,0,0,1,Zonai Fuse,-,-,-,Zonaite,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Ore_L.png,219
Item_Ore_M,Large Zonaite,1,0,0,0,10,1,1,0,0,1,Zonai Fuse,-,-,-,Zonaite,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Ore_M.png,220
Item_Enemy_130,Zonai Charge,2,0,0,0,10,1,1,0,0,1,Zonai Fuse,-,-,-,Zonaite,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_130.png,221
Item_Enemy_131,Large Zonai Charge,3,0,0,0,10,1,1,0,0,1,Zonai Fuse,-,-,-,Zonaite,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_131.png,222
Item_Roast_03,Baked Apple,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Baked-Apple,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_03.png,223
Item_Roast_59,Baked Golden Apple,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Roasted-Apple,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_59.png,224
Item_Roast_13,Charred Pepper,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Charred-Pepper,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_13.png,225
Item_Roast_54,Roasted Hylian Tomato,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Roasted-Tomato,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_54.png,226
Item_Roast_07,Roasted Wildberry,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Roasted-Wildberry,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_07.png,227
Item_Roast_08,Roasted Voltfruit,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Roasted-Voltfruit,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_08.png,228
Item_Roast_12,Roasted Hydromelon,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Roasted-Hydromelon,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_12.png,229
Item_Roast_10,Baked Palm Fruit,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Baked-Palm-Fruit,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_10.png,230
Item_Roast_11,Roasted Mighty Bananas,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Roasted-Banana,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_11.png,231
Item_Roast_16,Roasted Lotus Seeds,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Roasted-Lotus-Seed,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_16.png,232
Item_Roast_27,Roasted Mighty Thistle,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Roasted-Thistle,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_27.png,233
Item_Roast_28,Roasted Armoranth,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Roasted-Armoranth,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_28.png,234
Item_Roast_24,Roasted Swift Carrot,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Roasted-Carrot,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_24.png,235
Item_Roast_50,Roasted Endura Carrot,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Roasted-Carrot,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_50.png,236
Item_Roast_15,Baked Fortified Pumpkin,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Baked-Pumpkin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_15.png,237
Item_Roast_55,Baked Sun Pumpkin,1,0,0,0,5,0,1,0,0,1,-,-,-,-,Baked-Pumpkin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_55.png,238
Item_Roast_18,Roasted Radish,1,0,0,0,5,0,1,0,0,0,-,-,-,-,Roasted-Radish,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Roast_18.png,239
